,Tokens,X,_,Tags,is_negative
1642,?,-X-,_,O,False
1643,it,-X-,_,O,False
1644,does,-X-,_,O,False
1645,n't,-X-,_,O,False
1646,seem,-X-,_,O,False
1647,to,-X-,_,O,False
1648,be,-X-,_,O,False
1649,available,-X-,_,O,False
1650,at,-X-,_,O,False
1651,the,-X-,_,O,False
1652,moment,-X-,_,O,False
1653,,,,,
1654,want,-X-,_,O,False
1655,to,-X-,_,O,False
1656,order,-X-,_,O,False
1657,women,-X-,_,B-ATTRIBUTE,False
1658,'s,-X-,_,I-ATTRIBUTE,False
1659,warm,-X-,_,B-ATTRIBUTE,False
1660,waterproof,-X-,_,B-ATTRIBUTE,False
1661,snow,-X-,_,B-PRODUCT,False
1662,boots,-X-,_,I-PRODUCT,False
1663,in,-X-,_,O,False
1664,size,-X-,_,B-SIZE,False
1665,8,-X-,_,I-SIZE,False
1666,.,-X-,_,O,False
1667,does,-X-,_,O,False
1668,n't,-X-,_,O,False
1669,say,-X-,_,O,False
1670,out,-X-,_,O,False
1671,of,-X-,_,O,False
1672,stock,-X-,_,O,False
1673,but,-X-,_,O,False
1674,ca,-X-,_,O,False
1675,n't,-X-,_,O,False
1676,put,-X-,_,O,False
1677,order,-X-,_,O,False
1678,in,-X-,_,O,False
1679,.,-X-,_,O,False
1680,please,-X-,_,O,False
1681,advise,-X-,_,O,False
1682,.,-X-,_,O,False
1683,,,,,
1684,hi,-X-,_,O,False
1685,",",-X-,_,O,False
1686,i,-X-,_,O,False
1687,'m,-X-,_,O,False
1688,interested,-X-,_,O,False
1689,in,-X-,_,O,False
1690,the,-X-,_,O,False
1691,women,-X-,_,B-ATTRIBUTE,False
1692,'s,-X-,_,I-ATTRIBUTE,False
1693,waterproof,-X-,_,I-ATTRIBUTE,False
1694,mountain,-X-,_,B-PRODUCT,False
1695,walking,-X-,_,I-PRODUCT,False
1696,jacket,-X-,_,I-PRODUCT,False
1697,in,-X-,_,O,False
1698,green,-X-,_,B-COLOUR,False
1699,but,-X-,_,O,False
1700,the,-X-,_,O,False
1701,website,-X-,_,O,False
1702,only,-X-,_,O,False
1703,gives,-X-,_,O,False
1704,the,-X-,_,O,False
1705,option,-X-,_,O,False
1706,for,-X-,_,O,False
1707,size,-X-,_,B-SIZE,True
1708,x,-X-,_,I-SIZE,True
1709,and,-X-,_,O,False
1710,does,-X-,_,O,False
1711,not,-X-,_,O,False
1712,allow,-X-,_,O,False
1713,to,-X-,_,O,False
1714,request,-X-,_,O,False
1715,a,-X-,_,O,False
1716,notification,-X-,_,O,False
1717,,,,,
1718,hi,-X-,_,O,False
1719,i,-X-,_,O,False
1720,'m,-X-,_,O,False
1721,looking,-X-,_,O,False
1722,to,-X-,_,O,False
1723,buy,-X-,_,O,False
1724,this,-X-,_,O,False
1725,but,-X-,_,O,False
1726,i,-X-,_,O,False
1727,can,-X-,_,O,False
1728,not,-X-,_,O,False
1729,find,-X-,_,O,False
1730,an,-X-,_,O,False
1731,22,-X-,_,B-SIZE,False
1732,mm,-X-,_,I-SIZE,False
1733,nozzle,-X-,_,B-PRODUCT,False
1734,pump,-X-,_,I-PRODUCT,False
1735,anywhere,-X-,_,O,False
1736,",",-X-,_,O,False
1737,do,-X-,_,O,False
1738,you,-X-,_,O,False
1739,have,-X-,_,O,False
1740,one,-X-,_,O,False
1741,on,-X-,_,O,False
1742,your,-X-,_,O,False
1743,site,-X-,_,O,False
1744,or,-X-,_,O,False
1745,know,-X-,_,O,False
1746,where,-X-,_,O,False
1747,i,-X-,_,O,False
1748,can,-X-,_,O,False
1749,get,-X-,_,O,False
1750,one,-X-,_,O,False
1751,?,-X-,_,O,False
1752,thanks,-X-,_,O,False
1753,,,,,
1754,pool,-X-,_,B-PRODUCT,False
1755,cue,-X-,_,I-PRODUCT,False
1756,cases,-X-,_,I-PRODUCT,False
1757,not,-X-,_,O,False
1758,pool,-X-,_,B-PRODUCT,True
1759,cues,-X-,_,I-PRODUCT,True
1760,,,,,
1761,looking,-X-,_,O,False
1762,to,-X-,_,O,False
1763,buy,-X-,_,O,False
1764,hiking,-X-,_,B-PRODUCT,False
1765,trousers,-X-,_,I-PRODUCT,False
1766,but,-X-,_,O,False
1767,do,-X-,_,O,False
1768,n't,-X-,_,O,False
1769,understand,-X-,_,O,False
1770,sizes,-X-,_,O,False
1771,.,-X-,_,O,False
1772,i,-X-,_,O,False
1773,am,-X-,_,O,False
1774,38,-X-,_,B-SIZE,False
1775,in,-X-,_,B-SIZE,False
1776,waist,-X-,_,I-SIZE,False
1777,and,-X-,_,O,False
1778,29,-X-,_,B-SIZE,False
1779,in,-X-,_,B-SIZE,False
1780,leg,-X-,_,I-SIZE,False
1781,.,-X-,_,O,False
1782,looking,-X-,_,O,False
1783,to,-X-,_,O,False
1784,buy,-X-,_,O,False
1785,trekking,-X-,_,B-PRODUCT,False
1786,trousers,-X-,_,I-PRODUCT,False
1787,what,-X-,_,O,False
1788,size,-X-,_,O,False
1789,do,-X-,_,O,False
1790,i,-X-,_,O,False
1791,need,-X-,_,O,False
1792,,,,,
1793,is,-X-,_,O,False
1794,it,-X-,_,O,False
1795,possible,-X-,_,O,False
1796,to,-X-,_,O,False
1797,order,-X-,_,O,False
1798,a,-X-,_,O,False
1799,bathroom,-X-,_,B-PRODUCT,False
1800,vanity,-X-,_,I-PRODUCT,False
1801,without,-X-,_,O,False
1802,the,-X-,_,O,False
1803,countertop,-X-,_,B-ATTRIBUTE,True
1804,?,-X-,_,O,False
1805,,,,,
1806,i,-X-,_,O,False
1807,'m,-X-,_,O,False
1808,looking,-X-,_,O,False
1809,for,-X-,_,O,False
1810,a,-X-,_,O,False
1811,shower,-X-,_,B-PRODUCT,False
1812,unit,-X-,_,I-PRODUCT,False
1813,including,-X-,_,O,False
1814,walls,-X-,_,B-ATTRIBUTE,False
1815,bae,-X-,_,I-ATTRIBUTE,False
1816,and,-X-,_,O,False
1817,glass,-X-,_,B-MATERIAL,False
1818,enclosure,-X-,_,O,False
1819,but,-X-,_,O,False
1820,the,-X-,_,O,False
1821,whole,-X-,_,O,False
1822,unit,-X-,_,O,False
1823,can,-X-,_,O,False
1824,not,-X-,_,O,False
1825,be,-X-,_,O,False
1826,higher,-X-,_,B-SIZE,False
1827,than,-X-,_,O,False
1828,75,-X-,_,B-SIZE,True
1829,inches,-X-,_,I-SIZE,True
1830,,,,,
1831,hi,-X-,_,O,False
1832,i,-X-,_,O,False
1833,need,-X-,_,O,False
1834,a,-X-,_,O,False
1835,10,-X-,_,B-SIZE,False
1836,'',-X-,_,I-SIZE,False
1837,rough,-X-,_,O,False
1838,in,-X-,_,O,False
1839,toilet,-X-,_,B-PRODUCT,False
1840,asap,-X-,_,O,False
1841,",",-X-,_,O,False
1842,i,-X-,_,O,False
1843,'m,-X-,_,O,False
1844,not,-X-,_,O,False
1845,sure,-X-,_,O,False
1846,if,-X-,_,O,False
1847,you,-X-,_,O,False
1848,have,-X-,_,O,False
1849,it,-X-,_,O,False
1850,in,-X-,_,O,False
1851,stock,-X-,_,O,False
1852,.,-X-,_,O,False
1853,i,-X-,_,O,False
1854,do,-X-,_,O,False
1855,n't,-X-,_,O,False
1856,want,-X-,_,O,False
1857,the,-X-,_,O,False
1858,screw,-X-,_,B-ATTRIBUTE,True
1859,less,-X-,_,I-ATTRIBUTE,False
1860,,,,,
1861,can,-X-,_,O,False
1862,the,-X-,_,O,False
1863,shower,-X-,_,B-PRODUCT,False
1864,be,-X-,_,O,False
1865,sold,-X-,_,O,False
1866,without,-X-,_,O,False
1867,the,-X-,_,O,False
1868,walls,-X-,_,B-ATTRIBUTE,True
1869,?,-X-,_,O,False
1870,,,,,
1871,you,-X-,_,O,False
1872,do,-X-,_,O,False
1873,n't,-X-,_,O,False
1874,sell,-X-,_,O,False
1875,any,-X-,_,O,False
1876,72,-X-,_,B-SIZE,False
1877,'',-X-,_,I-SIZE,False
1878,wide,-X-,_,I-SIZE,False
1879,varieties,-X-,_,B-PRODUCT,False
1880,?,-X-,_,O,False
1881,,,,,
1882,looking,-X-,_,O,False
1883,for,-X-,_,O,False
1884,shower,-X-,_,B-PRODUCT,False
1885,system,-X-,_,I-PRODUCT,False
1886,with,-X-,_,O,False
1887,tub,-X-,_,B-ATTRIBUTE,False
1888,facet,-X-,_,I-ATTRIBUTE,False
1889,although,-X-,_,O,False
1890,no,-X-,_,O,False
1891,tub,-X-,_,B-PRODUCT,True
1892,,,,,
1893,looking,-X-,_,O,False
1894,for,-X-,_,O,False
1895,a,-X-,_,O,False
1896,bathroom,-X-,_,B-PRODUCT,False
1897,vanity,-X-,_,I-PRODUCT,False
1898,&,-X-,_,O,False
1899,sink,-X-,_,B-PRODUCT,False
1900,no,-X-,_,O,False
1901,more,-X-,_,O,False
1902,than,-X-,_,O,False
1903,16,-X-,_,B-SIZE,True
1904,'',-X-,_,I-SIZE,True
1905,deep,-X-,_,I-SIZE,True
1906,,,,,
1907,looking,-X-,_,O,False
1908,for,-X-,_,O,False
1909,48,-X-,_,B-SIZE,False
1910,inches,-X-,_,I-SIZE,False
1911,floor,-X-,_,B-PRODUCT,False
1912,cabinet,-X-,_,I-PRODUCT,False
1913,single,-X-,_,I-PRODUCT,False
1914,sink,-X-,_,I-PRODUCT,False
1915,",",-X-,_,O,False
1916,but,-X-,_,O,False
1917,no,-X-,_,O,False
1918,counter,-X-,_,B-ATTRIBUTE,True
1919,top,-X-,_,I-ATTRIBUTE,True
1920,,,,,
1921,can,-X-,_,O,False
1922,i,-X-,_,O,False
1923,purchase,-X-,_,O,False
1924,shower,-X-,_,B-PRODUCT,False
1925,doors,-X-,_,I-PRODUCT,False
1926,and,-X-,_,O,False
1927,not,-X-,_,O,False
1928,the,-X-,_,O,False
1929,entire,-X-,_,B-PRODUCT,True
1930,shower,-X-,_,I-PRODUCT,True
1931,kit,-X-,_,I-PRODUCT,True
1932,?,-X-,_,O,False
1933,,,,,
1934,medicine,-X-,_,B-PRODUCT,False
1935,cabinets,-X-,_,I-PRODUCT,False
1936,with,-X-,_,O,False
1937,no,-X-,_,O,False
1938,mirror,-X-,_,B-ATTRIBUTE,True
1939,,,,,
1940,i,-X-,_,O,False
1941,'m,-X-,_,O,False
1942,looking,-X-,_,O,False
1943,for,-X-,_,O,False
1944,a,-X-,_,O,False
1945,55,-X-,_,B-SIZE,False
1946,inch,-X-,_,I-SIZE,False
1947,vanity,-X-,_,B-PRODUCT,False
1948,top,-X-,_,I-PRODUCT,False
1949,",",-X-,_,O,False
1950,which,-X-,_,O,False
1951,is,-X-,_,O,False
1952,not,-X-,_,O,False
1953,a,-X-,_,O,False
1954,regular,-X-,_,B-SIZE,True
1955,size,-X-,_,I-SIZE,True
1956,.,-X-,_,O,False
1957,is,-X-,_,O,False
1958,there,-X-,_,O,False
1959,a,-X-,_,O,False
1960,way,-X-,_,O,False
1961,to,-X-,_,O,False
1962,have,-X-,_,O,False
1963,this,-X-,_,O,False
1964,size,-X-,_,O,False
1965,?,-X-,_,O,False
1966,,,,,
1967,i,-X-,_,O,False
1968,need,-X-,_,O,False
1969,a,-X-,_,O,False
1970,42,-X-,_,B-SIZE,False
1971,'',-X-,_,I-SIZE,False
1972,kitchen,-X-,_,B-PRODUCT,False
1973,island,-X-,_,I-PRODUCT,False
1974,.,-X-,_,O,False
1975,do,-X-,_,O,False
1976,you,-X-,_,O,False
1977,have,-X-,_,O,False
1978,any,-X-,_,O,False
1979,?,-X-,_,O,False
1980,i,-X-,_,O,False
1981,ca,-X-,_,O,False
1982,n't,-X-,_,O,False
1983,find,-X-,_,O,False
1984,them,-X-,_,O,False
1985,on,-X-,_,O,False
1986,the,-X-,_,O,False
1987,website,-X-,_,O,False
1988,.,-X-,_,O,False
1989,,,,,
1990,i,-X-,_,O,False
1991,am,-X-,_,O,False
1992,looking,-X-,_,O,False
1993,for,-X-,_,O,False
1994,a,-X-,_,O,False
1995,black,-X-,_,B-COLOUR,False
1996,glass,-X-,_,B-MATERIAL,False
1997,shower,-X-,_,B-PRODUCT,False
1998,tile,-X-,_,I-PRODUCT,False
1999,.,-X-,_,O,False
2000,it,-X-,_,O,False
2001,does,-X-,_,O,False
2002,not,-X-,_,O,False
2003,need,-X-,_,O,False
2004,to,-X-,_,O,False
2005,be,-X-,_,O,False
2006,a,-X-,_,O,False
2007,solid,-X-,_,B-COLOUR,True
2008,black,-X-,_,I-COLOUR,True
2009,",",-X-,_,O,False
2010,can,-X-,_,O,False
2011,have,-X-,_,O,False
2012,accents,-X-,_,O,False
2013,of,-X-,_,O,False
2014,clear,-X-,_,B-COLOUR,False
2015,or,-X-,_,O,False
2016,silver,-X-,_,B-COLOUR,False
2017,glass,-X-,_,I-COLOUR,False
2018,tones,-X-,_,I-COLOUR,False
2019,,,,,
2020,medicine,-X-,_,B-PRODUCT,False
2021,cabinet,-X-,_,I-PRODUCT,False
2022,with,-X-,_,O,False
2023,mirror,-X-,_,B-ATTRIBUTE,False
2024,and,-X-,_,O,False
2025,no,-X-,_,O,False
2026,lights,-X-,_,B-ATTRIBUTE,True
2027,,,,,
2028,we,-X-,_,O,False
2029,are,-X-,_,O,False
2030,looking,-X-,_,O,False
2031,for,-X-,_,O,False
2032,a,-X-,_,O,False
2033,72,-X-,_,B-SIZE,False
2034,inch,-X-,_,I-SIZE,False
2035,soaked,-X-,_,B-PRODUCT,False
2036,tub,-X-,_,I-PRODUCT,False
2037,",",-X-,_,O,False
2038,no,-X-,_,O,False
2039,jets,-X-,_,B-ATTRIBUTE,True
2040,.,-X-,_,O,False
2041,,,,,
2042,can,-X-,_,O,False
2043,i,-X-,_,O,False
2044,order,-X-,_,O,False
2045,just,-X-,_,O,False
2046,the,-X-,_,O,False
2047,top,-X-,_,B-PRODUCT,False
2048,and,-X-,_,O,False
2049,not,-X-,_,O,False
2050,the,-X-,_,O,False
2051,cabinet,-X-,_,B-PRODUCT,True
2052,?,-X-,_,O,False
2053,,,,,
2054,barbecue,-X-,_,B-PRODUCT,False
2055,without,-X-,_,O,False
2056,charcoal,-X-,_,B-ATTRIBUTE,True
2057,,,,,
2058,hi,-X-,_,O,False
2059,there,-X-,_,O,False
2060,",",-X-,_,O,False
2061,i,-X-,_,O,False
2062,'m,-X-,_,O,False
2063,interested,-X-,_,O,False
2064,in,-X-,_,O,False
2065,a,-X-,_,O,False
2066,vanity,-X-,_,B-PRODUCT,False
2067,.,-X-,_,O,False
2068,am,-X-,_,O,False
2069,i,-X-,_,O,False
2070,able,-X-,_,O,False
2071,to,-X-,_,O,False
2072,purchase,-X-,_,O,False
2073,without,-X-,_,O,False
2074,the,-X-,_,O,False
2075,sink,-X-,_,B-ATTRIBUTE,True
2076,top,-X-,_,I-ATTRIBUTE,True
2077,?,-X-,_,O,False
2078,,,,,
2079,can,-X-,_,O,False
2080,i,-X-,_,O,False
2081,order,-X-,_,O,False
2082,this,-X-,_,O,False
2083,vessel,-X-,_,B-PRODUCT,False
2084,sink,-X-,_,I-PRODUCT,False
2085,without,-X-,_,O,False
2086,the,-X-,_,O,False
2087,attached,-X-,_,B-ATTRIBUTE,True
2088,facet,-X-,_,I-ATTRIBUTE,True
2089,?,-X-,_,O,False
2090,,,,,
2091,i,-X-,_,O,False
2092,'m,-X-,_,O,False
2093,looking,-X-,_,O,False
2094,for,-X-,_,O,False
2095,a,-X-,_,O,False
2096,30,-X-,_,B-SIZE,False
2097,'',-X-,_,I-SIZE,False
2098,cabinet,-X-,_,B-PRODUCT,False
2099,with,-X-,_,O,False
2100,no,-X-,_,O,False
2101,top,-X-,_,B-ATTRIBUTE,True
2102,,,,,
2103,looking,-X-,_,O,False
2104,for,-X-,_,O,False
2105,vanity,-X-,_,B-PRODUCT,False
2106,but,-X-,_,O,False
2107,sink,-X-,_,B-ATTRIBUTE,True
2108,must,-X-,_,I-ATTRIBUTE,True
2109,have,-X-,_,I-ATTRIBUTE,True
2110,no,-X-,_,I-ATTRIBUTE,True
2111,holes,-X-,_,I-ATTRIBUTE,True
2112,.,-X-,_,O,False
2113,face,-X-,_,B-ATTRIBUTE,False
2114,in,-X-,_,I-ATTRIBUTE,False
2115,on,-X-,_,I-ATTRIBUTE,False
2116,wall,-X-,_,I-ATTRIBUTE,False
2117,already,-X-,_,O,False
2118,,,,,
2119,hi,-X-,_,O,False
2120,.,-X-,_,O,False
2121,i,-X-,_,O,False
2122,'m,-X-,_,O,False
2123,looking,-X-,_,O,False
2124,for,-X-,_,O,False
2125,36,-X-,_,B-SIZE,False
2126,'',-X-,_,I-SIZE,False
2127,vanity,-X-,_,B-PRODUCT,False
2128,wall,-X-,_,B-ATTRIBUTE,False
2129,mounted,-X-,_,I-ATTRIBUTE,False
2130,black,-X-,_,B-COLOUR,False
2131,or,-X-,_,O,False
2132,white,-X-,_,B-COLOUR,False
2133,.,-X-,_,O,False
2134,with,-X-,_,O,False
2135,towel,-X-,_,B-ATTRIBUTE,False
2136,storage,-X-,_,I-ATTRIBUTE,False
2137,but,-X-,_,O,False
2138,no,-X-,_,O,False
2139,since,-X-,_,B-ATTRIBUTE,True
2140,,,,,
2141,i,-X-,_,O,False
2142,want,-X-,_,O,False
2143,just,-X-,_,O,False
2144,this,-X-,_,O,False
2145,cabinet,-X-,_,B-PRODUCT,False
2146,without,-X-,_,O,False
2147,the,-X-,_,O,False
2148,top,-X-,_,B-ATTRIBUTE,True
2149,as,-X-,_,O,False
2150,i,-X-,_,O,False
2151,want,-X-,_,O,False
2152,top,-X-,_,B-PRODUCT,False
2153,mounted,-X-,_,I-PRODUCT,False
2154,basins,-X-,_,I-PRODUCT,False
2155,on,-X-,_,O,False
2156,a,-X-,_,O,False
2157,surface,-X-,_,O,False
2158,matching,-X-,_,O,False
2159,my,-X-,_,O,False
2160,kitchen,-X-,_,O,False
2161,,,,,
2162,looking,-X-,_,O,False
2163,for,-X-,_,O,False
2164,a,-X-,_,O,False
2165,pivot,-X-,_,B-PRODUCT,False
2166,shower,-X-,_,I-PRODUCT,False
2167,door,-X-,_,I-PRODUCT,False
2168,in,-X-,_,O,False
2169,black,-X-,_,B-COLOUR,False
2170,to,-X-,_,O,False
2171,fit,-X-,_,O,False
2172,a,-X-,_,O,False
2173,33,-X-,_,B-SIZE,False
2174,inch,-X-,_,I-SIZE,False
2175,opening,-X-,_,O,False
2176,preferably,-X-,_,O,False
2177,but,-X-,_,O,False
2178,not,-X-,_,O,False
2179,necessarily,-X-,_,O,False
2180,.,-X-,_,O,False
2181,,,,,
2182,bathtub,-X-,_,B-PRODUCT,False
2183,without,-X-,_,O,False
2184,facet,-X-,_,B-ATTRIBUTE,True
2185,?,-X-,_,O,False
2186,,,,,
2187,can,-X-,_,O,False
2188,you,-X-,_,O,False
2189,order,-X-,_,O,False
2190,the,-X-,_,O,False
2191,59,-X-,_,B-SIZE,False
2192,'',-X-,_,I-SIZE,False
2193,bathtub,-X-,_,B-PRODUCT,False
2194,without,-X-,_,O,False
2195,the,-X-,_,O,False
2196,facet,-X-,_,B-ATTRIBUTE,True
2197,?,-X-,_,O,False
2198,,,,,
2199,i,-X-,_,O,False
2200,want,-X-,_,O,False
2201,grey,-X-,_,B-COLOUR,False
2202,toilet,-X-,_,B-PRODUCT,False
2203,not,-X-,_,O,False
2204,assessceries,-X-,_,B-PRODUCT,True
2205,,,,,
2206,i,-X-,_,O,False
2207,can,-X-,_,O,False
2208,not,-X-,_,O,False
2209,seem,-X-,_,O,False
2210,to,-X-,_,O,False
2211,sort,-X-,_,O,False
2212,by,-X-,_,O,False
2213,colour,-X-,_,O,False
2214,.,-X-,_,O,False
2215,i,-X-,_,O,False
2216,am,-X-,_,O,False
2217,looking,-X-,_,O,False
2218,for,-X-,_,O,False
2219,a,-X-,_,O,False
2220,cream,-X-,_,B-COLOUR,False
2221,38,-X-,_,B-SIZE,False
2222,'',-X-,_,I-SIZE,False
2223,corner,-X-,_,B-PRODUCT,False
2224,shower,-X-,_,I-PRODUCT,False
2225,stall,-X-,_,I-PRODUCT,False
2226,,,,,
2227,do,-X-,_,O,False
2228,you,-X-,_,O,False
2229,have,-X-,_,O,False
2230,60,-X-,_,B-SIZE,False
2231,inch,-X-,_,I-SIZE,False
2232,kitchen,-X-,_,B-PRODUCT,False
2233,island,-X-,_,I-PRODUCT,False
2234,with,-X-,_,O,False
2235,quartz,-X-,_,B-MATERIAL,False
2236,top,-X-,_,B-ATTRIBUTE,False
2237,with,-X-,_,O,False
2238,no,-X-,_,O,False
2239,settings,-X-,_,B-ATTRIBUTE,True
2240,,,,,
2241,frameless,-X-,_,B-ATTRIBUTE,False
2242,leveled,-X-,_,B-ATTRIBUTE,False
2243,mirror,-X-,_,B-PRODUCT,False
2244,no,-X-,_,O,False
2245,more,-X-,_,O,False
2246,than,-X-,_,O,False
2247,29,-X-,_,B-SIZE,False
2248,'',-X-,_,I-SIZE,False
2249,,,,,
2250,bath,-X-,_,B-PRODUCT,False
2251,tub,-X-,_,I-PRODUCT,False
2252,without,-X-,_,O,False
2253,texture,-X-,_,B-TEXTURE,True
2254,,,,,
2255,looking,-X-,_,O,False
2256,for,-X-,_,O,False
2257,a,-X-,_,O,False
2258,bathroom,-X-,_,B-PRODUCT,False
2259,cabinet,-X-,_,I-PRODUCT,False
2260,without,-X-,_,O,False
2261,top,-X-,_,B-ATTRIBUTE,True
2262,60,-X-,_,B-SIZE,False
2263,inches,-X-,_,I-SIZE,False
2264,,,,,
2265,looking,-X-,_,O,False
2266,for,-X-,_,O,False
2267,a,-X-,_,O,False
2268,medicine,-X-,_,B-PRODUCT,False
2269,cabinet,-X-,_,I-PRODUCT,False
2270,with,-X-,_,O,False
2271,mirror,-X-,_,B-ATTRIBUTE,False
2272,front,-X-,_,O,False
2273,not,-X-,_,O,False
2274,recessed,-X-,_,O,False
2275,that,-X-,_,O,False
2276,would,-X-,_,O,False
2277,fit,-X-,_,O,False
2278,50,-X-,_,B-SIZE,False
2279,inch,-X-,_,I-SIZE,False
2280,wide,-X-,_,I-SIZE,False
2281,39,-X-,_,B-SIZE,False
2282,inch,-X-,_,I-SIZE,False
2283,tall,-X-,_,I-SIZE,False
2284,the,-X-,_,O,False
2285,best,-X-,_,O,False
2286,,,,,
2287,i,-X-,_,O,False
2288,need,-X-,_,O,False
2289,a,-X-,_,O,False
2290,60,-X-,_,B-SIZE,False
2291,'',-X-,_,I-SIZE,False
2292,vanity,-X-,_,B-PRODUCT,False
2293,with,-X-,_,O,False
2294,a,-X-,_,O,False
2295,sink,-X-,_,B-ATTRIBUTE,False
2296,that,-X-,_,O,False
2297,'s,-X-,_,O,False
2298,offset,-X-,_,B-ATTRIBUTE,False
2299,to,-X-,_,I-ATTRIBUTE,False
2300,the,-X-,_,I-ATTRIBUTE,False
2301,right,-X-,_,I-ATTRIBUTE,False
2302,-,-X-,_,O,False
2303,not,-X-,_,O,False
2304,centred,-X-,_,B-ATTRIBUTE,True
2305,,,,,
2306,i,-X-,_,O,False
2307,am,-X-,_,O,False
2308,looking,-X-,_,O,False
2309,for,-X-,_,O,False
2310,a,-X-,_,O,False
2311,37,-X-,_,B-SIZE,False
2312,inch,-X-,_,I-SIZE,False
2313,bathroom,-X-,_,B-PRODUCT,False
2314,cabinet,-X-,_,I-PRODUCT,False
2315,without,-X-,_,O,False
2316,a,-X-,_,O,False
2317,top,-X-,_,B-ATTRIBUTE,True
2318,or,-X-,_,O,False
2319,sink,-X-,_,B-ATTRIBUTE,True
2320,because,-X-,_,O,False
2321,i,-X-,_,O,False
2322,have,-X-,_,O,False
2323,one,-X-,_,O,False
2324,.,-X-,_,O,False
2325,do,-X-,_,O,False
2326,you,-X-,_,O,False
2327,have,-X-,_,O,False
2328,anything,-X-,_,O,False
2329,in,-X-,_,O,False
2330,stock,-X-,_,O,False
2331,?,-X-,_,O,False
2332,,,,,
2333,i,-X-,_,O,False
2334,'m,-X-,_,O,False
2335,looking,-X-,_,O,False
2336,for,-X-,_,O,False
2337,a,-X-,_,O,False
2338,mirror,-X-,_,B-PRODUCT,False
2339,without,-X-,_,O,False
2340,a,-X-,_,O,False
2341,from,-X-,_,B-ATTRIBUTE,True
2342,40,-X-,_,B-SIZE,False
2343,inches,-X-,_,I-SIZE,False
2344,x,-X-,_,O,False
2345,60,-X-,_,B-SIZE,False
2346,inches,-X-,_,I-SIZE,False
2347,,,,,
2348,i,-X-,_,O,False
2349,am,-X-,_,O,False
2350,looking,-X-,_,O,False
2351,for,-X-,_,O,False
2352,a,-X-,_,O,False
2353,kitchen,-X-,_,B-PRODUCT,False
2354,facet,-X-,_,I-PRODUCT,False
2355,in,-X-,_,O,False
2356,stainless,-X-,_,B-MATERIAL,False
2357,steel,-X-,_,I-MATERIAL,False
2358,.,-X-,_,O,False
2359,do,-X-,_,O,False
2360,you,-X-,_,O,False
2361,have,-X-,_,O,False
2362,in,-X-,_,O,False
2363,stock,-X-,_,O,False
2364,na,-X-,_,O,False
2365,did,-X-,_,O,False
2366,not,-X-,_,O,False
2367,what,-X-,_,O,False
2368,would,-X-,_,O,False
2369,be,-X-,_,O,False
2370,turn,-X-,_,O,False
2371,around,-X-,_,O,False
2372,time,-X-,_,O,False
2373,and,-X-,_,O,False
2374,pricing,-X-,_,O,False
2375,.,-X-,_,O,False
2376,thanks,-X-,_,O,False
2377,,,,,
2378,hi,-X-,_,O,False
2379,looking,-X-,_,O,False
2380,for,-X-,_,O,False
2381,a,-X-,_,O,False
2382,24,-X-,_,B-SIZE,False
2383,inch,-X-,_,I-SIZE,False
2384,vanity,-X-,_,B-PRODUCT,False
2385,top,-X-,_,I-PRODUCT,False
2386,and,-X-,_,I-PRODUCT,False
2387,sink,-X-,_,I-PRODUCT,False
2388,",",-X-,_,O,False
2389,no,-X-,_,O,False
2390,base,-X-,_,B-ATTRIBUTE,True
2391,,,,,
2392,bathroom,-X-,_,B-PRODUCT,False
2393,varieties,-X-,_,I-PRODUCT,False
2394,no,-X-,_,O,False
2395,countertop,-X-,_,B-ATTRIBUTE,True
2396,,,,,
2397,i,-X-,_,O,False
2398,do,-X-,_,O,False
2399,n't,-X-,_,O,False
2400,want,-X-,_,O,False
2401,double,-X-,_,B-ATTRIBUTE,True
2402,sink,-X-,_,B-PRODUCT,True
2403,",",-X-,_,O,False
2404,i,-X-,_,O,False
2405,want,-X-,_,O,False
2406,a,-X-,_,O,False
2407,rectangle,-X-,_,B-SHAPE,False
2408,sink,-X-,_,B-PRODUCT,False
2409,,,,,
2410,looking,-X-,_,O,False
2411,for,-X-,_,O,False
2412,a,-X-,_,O,False
2413,30,-X-,_,B-SIZE,False
2414,inch,-X-,_,I-SIZE,False
2415,bathroom,-X-,_,B-PRODUCT,False
2416,vanity,-X-,_,I-PRODUCT,False
2417,not,-X-,_,O,False
2418,55,-X-,_,B-SIZE,True
2419,'',-X-,_,I-SIZE,True
2420,,,,,
2421,i,-X-,_,O,False
2422,am,-X-,_,O,False
2423,looking,-X-,_,O,False
2424,for,-X-,_,O,False
2425,a,-X-,_,O,False
2426,30,-X-,_,B-SIZE,False
2427,inch,-X-,_,I-SIZE,False
2428,bathroom,-X-,_,B-PRODUCT,False
2429,shelf,-X-,_,I-PRODUCT,False
2430,not,-X-,_,O,False
2431,wall,-X-,_,B-ATTRIBUTE,True
2432,mounted,-X-,_,I-ATTRIBUTE,True
2433,,,,,
2434,wall,-X-,_,B-ATTRIBUTE,False
2435,mount,-X-,_,I-ATTRIBUTE,False
2436,rectangular,-X-,_,B-SHAPE,False
2437,sink,-X-,_,B-PRODUCT,False
2438,without,-X-,_,O,False
2439,a,-X-,_,O,False
2440,facet,-X-,_,B-ATTRIBUTE,True
2441,hole,-X-,_,I-ATTRIBUTE,True
2442,,,,,
2443,grey,-X-,_,B-COLOUR,False
2444,toilet,-X-,_,B-PRODUCT,False
